   1.7341947e-02   1.6620929e-02   1.6415593e-02   1.6251604e-02   1.6114976e-02   1.5997410e-02   1.5889991e-02   1.5789248e-02   1.5693740e-02   1.5601441e-02   1.5511450e-02   1.5422421e-02   1.5334471e-02   1.5247007e-02   1.5159264e-02   1.5071580e-02   1.4984261e-02   1.4895628e-02   1.4806331e-02   1.4716695e-02   1.4624874e-02   1.4530986e-02   1.4440742e-02   1.4348133e-02   1.4257192e-02   1.4164216e-02   1.4071538e-02   1.3980343e-02   1.3889431e-02   1.3798072e-02   1.3708347e-02   1.3616422e-02   1.3526859e-02   1.3434794e-02   1.3343816e-02   1.3251680e-02   1.3157520e-02   1.3063267e-02   1.2969055e-02   1.2872700e-02   1.2777696e-02   1.2678891e-02   1.2581216e-02   1.2480939e-02   1.2379109e-02   1.2275413e-02   1.2169335e-02   1.2061330e-02   1.1950328e-02   1.1835103e-02   1.1717340e-02   1.1593508e-02   1.1465480e-02   1.1332335e-02   1.1194653e-02   1.1051329e-02   1.0902431e-02   1.0745608e-02   1.0581848e-02   1.0406987e-02   1.0223878e-02   1.0027597e-02   9.8199499e-03   9.6010315e-03   9.3733815e-03   9.1316195e-03   8.8810423e-03   8.6172405e-03   8.3391223e-03   8.0412781e-03   7.7287930e-03   7.3966097e-03   7.0492105e-03   6.6873668e-03   6.3186224e-03   5.9390354e-03   5.5539661e-03   5.1594684e-03   4.7621296e-03   4.3524518e-03   3.9380668e-03   3.5184125e-03   3.1062925e-03   2.7030374e-03   2.3228942e-03   1.9677498e-03   1.6452234e-03   1.3520310e-03   1.0954380e-03   8.6637447e-04   6.7123194e-04   5.0796374e-04   3.7539877e-04   2.7174282e-04   1.9372922e-04   1.3512056e-04   9.3322870e-05   6.4208778e-05   4.2811907e-05   2.8300212e-05
   1.4850229e-02   1.4293967e-02   1.4178057e-02   1.4096769e-02   1.4038379e-02   1.3995928e-02   1.3961793e-02   1.3933025e-02   1.3908413e-02   1.3886211e-02   1.3865643e-02   1.3845516e-02   1.3825940e-02   1.3806378e-02   1.3786132e-02   1.3765495e-02   1.3744739e-02   1.3722311e-02   1.3698791e-02   1.3674463e-02   1.3647596e-02   1.3618271e-02   1.3591834e-02   1.3562651e-02   1.3534524e-02   1.3503945e-02   1.3473126e-02   1.3443219e-02   1.3413087e-02   1.3382033e-02   1.3352083e-02   1.3319512e-02   1.3288777e-02   1.3255111e-02   1.3222037e-02   1.3187332e-02   1.3150108e-02   1.3112270e-02   1.3073938e-02   1.3032891e-02   1.2992634e-02   1.2947911e-02   1.2903707e-02   1.2856178e-02   1.2806355e-02   1.2753878e-02   1.2698167e-02   1.2639657e-02   1.2577185e-02   1.2509411e-02   1.2438062e-02   1.2359339e-02   1.2275172e-02   1.2184517e-02   1.2087938e-02   1.1984185e-02   1.1873263e-02   1.1752533e-02   1.1622977e-02   1.1479907e-02   1.1326330e-02   1.1156646e-02   1.0972675e-02   1.0774347e-02   1.0564342e-02   1.0336418e-02   1.0096361e-02   9.8389739e-03   9.5627737e-03   9.2612803e-03   8.9400435e-03   8.5929318e-03   8.2248440e-03   7.8364230e-03   7.4363015e-03   7.0196935e-03   6.5927793e-03   6.1507584e-03   5.7013634e-03   5.2331243e-03   4.7550607e-03   4.2664119e-03   3.7826794e-03   3.3055949e-03   2.8527773e-03   2.4268944e-03   2.0377521e-03   1.6817548e-03   1.3684169e-03   1.0869178e-03   8.4572735e-04   6.4278204e-04   4.7709355e-04   3.4686017e-04   2.4836038e-04   1.7398171e-04   1.2068909e-04   8.3401397e-05   5.5852427e-05   3.7082032e-05
   1.2932061e-02   1.2492727e-02   1.2436304e-02   1.2409796e-02   1.2403173e-02   1.2410483e-02   1.2425093e-02   1.2444448e-02   1.2467515e-02   1.2492759e-02   1.2519502e-02   1.2546677e-02   1.2574383e-02   1.2602136e-02   1.2629291e-02   1.2656109e-02   1.2682834e-02   1.2708025e-02   1.2732203e-02   1.2755620e-02   1.2776648e-02   1.2795337e-02   1.2816707e-02   1.2835453e-02   1.2855164e-02   1.2872509e-02   1.2889583e-02   1.2907492e-02   1.2925155e-02   1.2941899e-02   1.2959683e-02   1.2974892e-02   1.2991858e-02   1.3005924e-02   1.3020526e-02   1.3033473e-02   1.3043862e-02   1.3053558e-02   1.3062671e-02   1.3068959e-02   1.3075916e-02   1.3078231e-02   1.3080905e-02   1.3080023e-02   1.3076595e-02   1.3070222e-02   1.3060272e-02   1.3047156e-02   1.3029636e-02   1.3006274e-02   1.2978816e-02   1.2943245e-02   1.2901509e-02   1.2852451e-02   1.2796601e-02   1.2732568e-02   1.2660280e-02   1.2576834e-02   1.2483174e-02   1.2374147e-02   1.2252843e-02   1.2113055e-02   1.1956569e-02   1.1783128e-02   1.1595487e-02   1.1386616e-02   1.1162676e-02   1.0917735e-02   1.0649909e-02   1.0351706e-02   1.0029020e-02   9.6746858e-03   9.2939028e-03   8.8871246e-03   8.4639109e-03   8.0186374e-03   7.5581746e-03   7.0768622e-03   6.5834335e-03   6.0644968e-03   5.5302984e-03   4.9798169e-03   4.4310656e-03   3.8861264e-03   3.3658521e-03   2.8736891e-03   2.4216112e-03   2.0057777e-03   1.6379808e-03   1.3057522e-03   1.0196981e-03   7.7783135e-04   5.7944029e-04   4.2281023e-04   3.0385132e-04   2.1363440e-04   1.4873890e-04   1.0316160e-04   6.9338312e-05   4.6203898e-05
   1.1411958e-02   1.1058714e-02   1.1043171e-02   1.1054074e-02   1.1082709e-02   1.1123907e-02   1.1171822e-02   1.1224211e-02   1.1280179e-02   1.1338365e-02   1.1398171e-02   1.1458634e-02   1.1519849e-02   1.1581376e-02   1.1642620e-02   1.1703818e-02   1.1765193e-02   1.1825405e-02   1.1884925e-02   1.1943984e-02   1.2001045e-02   1.2056137e-02   1.2113984e-02   1.2169586e-02   1.2226331e-02   1.2281056e-02   1.2335746e-02   1.2391463e-02   1.2447176e-02   1.2502235e-02   1.2558534e-02   1.2612569e-02   1.2668544e-02   1.2721918e-02   1.2776039e-02   1.2828753e-02   1.2879154e-02   1.2929065e-02   1.2978585e-02   1.3025474e-02   1.3073194e-02   1.3116424e-02   1.3160149e-02   1.3200419e-02   1.3238220e-02   1.3273122e-02   1.3304453e-02   1.3332596e-02   1.3356257e-02   1.3373912e-02   1.3387310e-02   1.3392258e-02   1.3390704e-02   1.3381386e-02   1.3364790e-02   1.3339396e-02   1.3305052e-02   1.3258619e-02   1.3200987e-02   1.3126587e-02   1.3038554e-02   1.2930137e-02   1.2803057e-02   1.2656864e-02   1.2494347e-02   1.2307752e-02   1.2103533e-02   1.1875070e-02   1.1620081e-02   1.1330115e-02   1.1011320e-02   1.0655538e-02   1.0268174e-02   9.8494438e-03   9.4096961e-03   8.9424778e-03   8.4552362e-03   7.9414527e-03   7.4107320e-03   6.8478169e-03   6.2640359e-03   5.6580564e-03   5.0502231e-03   4.4429195e-03   3.8600833e-03   3.3059242e-03   2.7945416e-03   2.3219017e-03   1.9020708e-03   1.5210287e-03   1.1915409e-03   9.1176979e-04   6.8135328e-04   4.9873996e-04   3.5954684e-04   2.5358956e-04   1.7711291e-04   1.2322767e-04   8.3085741e-05   5.5538343e-05
   1.0170592e-02   9.8830390e-03   9.8964529e-03   9.9336313e-03   9.9869199e-03   1.0051781e-02   1.0123013e-02   1.0198628e-02   1.0277847e-02   1.0359454e-02   1.0442917e-02   1.0527366e-02   1.0612896e-02   1.0699105e-02   1.0785447e-02   1.0872140e-02   1.0959393e-02   1.1045956e-02   1.1132264e-02   1.1218528e-02   1.1303301e-02   1.1386594e-02   1.1472870e-02   1.1557401e-02   1.1643401e-02   1.1727859e-02   1.1812662e-02   1.1898833e-02   1.1985389e-02   1.2071705e-02   1.2159611e-02   1.2245718e-02   1.2334101e-02   1.2420345e-02   1.2507709e-02   1.2594083e-02   1.2678567e-02   1.2762941e-02   1.2847299e-02   1.2929414e-02   1.3012711e-02   1.3091886e-02   1.3171890e-02   1.3248762e-02   1.3323468e-02   1.3395551e-02   1.3464308e-02   1.3530101e-02   1.3591584e-02   1.3647168e-02   1.3698593e-02   1.3741524e-02   1.3777894e-02   1.3806351e-02   1.3827332e-02   1.3839202e-02   1.3841729e-02   1.3831562e-02   1.3809529e-02   1.3769694e-02   1.3715206e-02   1.3638823e-02   1.3542186e-02   1.3424648e-02   1.3289003e-02   1.3126828e-02   1.2944807e-02   1.2735675e-02   1.2496752e-02   1.2218680e-02   1.1907784e-02   1.1554948e-02   1.1165708e-02   1.0740007e-02   1.0288866e-02   9.8050117e-03   9.2963749e-03   8.7555787e-03   8.1929916e-03   7.5915363e-03   6.9635019e-03   6.3072008e-03   5.6451576e-03   4.9800131e-03   4.3386627e-03   3.7260619e-03   3.1583968e-03   2.6314793e-03   2.1616429e-03   1.7333930e-03   1.3616704e-03   1.0448470e-03   7.8297003e-04   5.7471541e-04   4.1547068e-04   2.9384786e-04   2.0580092e-04   1.4358551e-04   9.7080766e-05   6.5073273e-05
   9.1277653e-03   8.8919730e-03   8.9264053e-03   8.9824441e-03   9.0533126e-03   9.1349982e-03   9.2228418e-03   9.3150731e-03   9.4110093e-03   9.5095611e-03   9.6102574e-03   9.7123096e-03   9.8158129e-03   9.9204040e-03   1.0025582e-02   1.0131552e-02   1.0238513e-02   1.0345301e-02   1.0452320e-02   1.0559769e-02   1.0666283e-02   1.0771865e-02   1.0880738e-02   1.0988431e-02   1.1097995e-02   1.1206567e-02   1.1315945e-02   1.1427116e-02   1.1539146e-02   1.1651436e-02   1.1765757e-02   1.1878836e-02   1.1994625e-02   1.2108838e-02   1.2224644e-02   1.2339989e-02   1.2453981e-02   1.2568360e-02   1.2683221e-02   1.2796359e-02   1.2911159e-02   1.3022353e-02   1.3134848e-02   1.3244694e-02   1.3352834e-02   1.3458794e-02   1.3561849e-02   1.3662338e-02   1.3758880e-02   1.3849830e-02   1.3936916e-02   1.4015685e-02   1.4088052e-02   1.4152583e-02   1.4209667e-02   1.4257565e-02   1.4295967e-02   1.4321335e-02   1.4334429e-02   1.4328980e-02   1.4308134e-02   1.4264202e-02   1.4198730e-02   1.4110876e-02   1.4003416e-02   1.3867304e-02   1.3709402e-02   1.3521835e-02   1.3301527e-02   1.3038247e-02   1.2738438e-02   1.2392055e-02   1.2004701e-02   1.1576014e-02   1.1117599e-02   1.0621362e-02   1.0095643e-02   9.5321986e-03   8.9420753e-03   8.3064002e-03   7.6383247e-03   6.9357637e-03   6.2233041e-03   5.5038041e-03   4.8070233e-03   4.1386501e-03   3.5169337e-03   2.9375611e-03   2.4191402e-03   1.9447550e-03   1.5315505e-03   1.1781595e-03   8.8509332e-04   6.5131295e-04   4.7203088e-04   3.3469233e-04   2.3499769e-04   1.6436888e-04   1.1141260e-04   7.4867813e-05
   8.2343280e-03   8.0402294e-03   8.0900931e-03   8.1597727e-03   8.2432350e-03   8.3369130e-03   8.4366144e-03   8.5407569e-03   8.6487422e-03   8.7595921e-03   8.8728898e-03   8.9879211e-03   9.1047844e-03   9.2231529e-03   9.3425683e-03   9.4632279e-03   9.5853254e-03   9.7077751e-03   9.8309584e-03   9.9550669e-03   1.0078814e-02   1.0202199e-02   1.0329226e-02   1.0455665e-02   1.0584420e-02   1.0712766e-02   1.0842424e-02   1.0974349e-02   1.1107654e-02   1.1241770e-02   1.1378414e-02   1.1514428e-02   1.1653645e-02   1.1791913e-02   1.1932316e-02   1.2072856e-02   1.2212658e-02   1.2353425e-02   1.2495254e-02   1.2635974e-02   1.2778924e-02   1.2918893e-02   1.3060735e-02   1.3200524e-02   1.3339187e-02   1.3476238e-02   1.3610936e-02   1.3743604e-02   1.3872832e-02   1.3996934e-02   1.4117621e-02   1.4230348e-02   1.4337006e-02   1.4436088e-02   1.4527941e-02   1.4610729e-02   1.4684071e-02   1.4744257e-02   1.4791981e-02   1.4820670e-02   1.4833453e-02   1.4822231e-02   1.4788444e-02   1.4731059e-02   1.4652813e-02   1.4544078e-02   1.4411854e-02   1.4247679e-02   1.4048086e-02   1.3801997e-02   1.3515930e-02   1.3178925e-02   1.2796606e-02   1.2368274e-02   1.1906045e-02   1.1401002e-02   1.0861826e-02   1.0279403e-02   9.6653797e-03   8.9991012e-03   8.2944962e-03   7.5490409e-03   6.7892865e-03   6.0182718e-03   5.2685477e-03   4.5465237e-03   3.8724983e-03   3.2420563e-03   2.6760953e-03   2.1563174e-03   1.7021064e-03   1.3124033e-03   9.8823551e-04   7.2890252e-04   5.2949105e-04   3.7630718e-04   2.6483098e-04   1.8566630e-04   1.2614086e-04   8.4961917e-05
   7.4621969e-03   7.3020294e-03   7.3631773e-03   7.4426294e-03   7.5349888e-03   7.6370705e-03   7.7450876e-03   7.8576214e-03   7.9741480e-03   8.0937881e-03   8.2161742e-03   8.3406598e-03   8.4673483e-03   8.5959478e-03   8.7260409e-03   8.8578202e-03   8.9914766e-03   9.1260000e-03   9.2617532e-03   9.3989237e-03   9.5363012e-03   9.6738851e-03   9.8154789e-03   9.9570787e-03   1.0101454e-02   1.0246017e-02   1.0392414e-02   1.0541572e-02   1.0692655e-02   1.0845123e-02   1.1000644e-02   1.1156176e-02   1.1315439e-02   1.1474413e-02   1.1636103e-02   1.1798572e-02   1.1960966e-02   1.2124953e-02   1.2290637e-02   1.2455887e-02   1.2623997e-02   1.2789822e-02   1.2958163e-02   1.3125130e-02   1.3291634e-02   1.3457187e-02   1.3621038e-02   1.3783496e-02   1.3943136e-02   1.4098236e-02   1.4250494e-02   1.4395292e-02   1.4534495e-02   1.4666536e-02   1.4791719e-02   1.4908124e-02   1.5015304e-02   1.5109396e-02   1.5191027e-02   1.5253350e-02   1.5299467e-02   1.5320899e-02   1.5318980e-02   1.5292483e-02   1.5244100e-02   1.5163648e-02   1.5058236e-02   1.4918842e-02   1.4741609e-02   1.4514643e-02   1.4244495e-02   1.3919311e-02   1.3544693e-02   1.3119584e-02   1.2656540e-02   1.2145824e-02   1.1596403e-02   1.0998280e-02   1.0363637e-02   9.6700503e-03   8.9321482e-03   8.1469299e-03   7.3428157e-03   6.5229882e-03   5.7227146e-03   4.9491095e-03   4.2245006e-03   3.5443887e-03   2.9319673e-03   2.3675932e-03   1.8729148e-03   1.4472236e-03   1.0921086e-03   8.0725719e-04   5.8767635e-04   4.1856144e-04   2.9520427e-04   2.0740731e-04   1.4121599e-04   9.5321170e-05
   6.7942649e-03   6.6617753e-03   6.7310416e-03   6.8173256e-03   6.9157754e-03   7.0235340e-03   7.1371668e-03   7.2553978e-03   7.3777689e-03   7.5034882e-03   7.6322332e-03   7.7634189e-03   7.8971550e-03   8.0331824e-03   8.1711226e-03   8.3111662e-03   8.4535036e-03   8.5971956e-03   8.7425912e-03   8.8898760e-03   9.0379131e-03   9.1867044e-03   9.3398723e-03   9.4936235e-03   9.6506063e-03   9.8083599e-03   9.9684670e-03   1.0131831e-02   1.0297664e-02   1.0465460e-02   1.0636839e-02   1.0808873e-02   1.0985177e-02   1.1161865e-02   1.1341865e-02   1.1523303e-02   1.1705350e-02   1.1889644e-02   1.2076298e-02   1.2263225e-02   1.2453675e-02   1.2642582e-02   1.2834688e-02   1.3026151e-02   1.3217870e-02   1.3409359e-02   1.3599863e-02   1.3789686e-02   1.3977390e-02   1.4161232e-02   1.4342895e-02   1.4517706e-02   1.4687508e-02   1.4850679e-02   1.5007488e-02   1.5155943e-02   1.5295536e-02   1.5422269e-02   1.5536705e-02   1.5631751e-02   1.5710476e-02   1.5764054e-02   1.5793710e-02   1.5798031e-02   1.5779650e-02   1.5727869e-02   1.5649876e-02   1.5536119e-02   1.5382357e-02   1.5175920e-02   1.4923351e-02   1.4611935e-02   1.4247211e-02   1.3827747e-02   1.3366480e-02   1.2852858e-02   1.2296078e-02   1.1685266e-02   1.1033074e-02   1.0315340e-02   9.5473144e-03   8.7254892e-03   7.8800501e-03   7.0142873e-03   6.1660875e-03   5.3432481e-03   4.5700856e-03   3.8420320e-03   3.1845596e-03   2.5767243e-03   2.0424409e-03   1.5813855e-03   1.1957452e-03   8.8563649e-04   6.4602998e-04   4.6104642e-04   3.2582101e-04   2.2937785e-04   1.5648840e-04   1.0584208e-04
   6.2180007e-03   6.1080625e-03   6.1830247e-03   6.2739053e-03   6.3763187e-03   6.4876894e-03   6.6048875e-03   6.7267614e-03   6.8529103e-03   6.9826200e-03   7.1156083e-03   7.2513456e-03   7.3899486e-03   7.5311889e-03   7.6747244e-03   7.8207458e-03   7.9694452e-03   8.1199489e-03   8.2725958e-03   8.4275726e-03   8.5838107e-03   8.7413178e-03   8.9035523e-03   9.0669163e-03   9.2339484e-03   9.4023083e-03   9.5735219e-03   9.7484724e-03   9.9264197e-03   1.0106889e-02   1.0291460e-02   1.0477317e-02   1.0667974e-02   1.0859675e-02   1.1055279e-02   1.1252975e-02   1.1451961e-02   1.1653849e-02   1.1858763e-02   1.2064666e-02   1.2274765e-02   1.2484078e-02   1.2697292e-02   1.2910619e-02   1.3124949e-02   1.3339804e-02   1.3554430e-02   1.3769128e-02   1.3982459e-02   1.4192664e-02   1.4401414e-02   1.4603996e-02   1.4802232e-02   1.4994457e-02   1.5180908e-02   1.5359531e-02   1.5529764e-02   1.5687493e-02   1.5833218e-02   1.5959630e-02   1.6069759e-02   1.6154470e-02   1.6214878e-02   1.6249397e-02   1.6260596e-02   1.6237302e-02   1.6186761e-02   1.6098922e-02   1.5969178e-02   1.5784116e-02   1.5550249e-02   1.5254028e-02   1.4900901e-02   1.4489052e-02   1.4031736e-02   1.3517606e-02   1.2956039e-02   1.2335300e-02   1.1668442e-02   1.0929618e-02   1.0134621e-02   9.2794171e-03   8.3958428e-03   7.4872626e-03   6.5940650e-03   5.7247010e-03   4.9054149e-03   4.1315827e-03   3.4309092e-03   2.7812022e-03   2.2086119e-03   1.7132215e-03   1.2978389e-03   9.6304041e-04   7.0379936e-04   5.0320872e-04   3.5627870e-04   2.5128657e-04   1.7175390e-04   1.1638284e-04
