   3.1338282e-01   3.2313615e-01   3.3288689e-01   3.4263574e-01   3.5238335e-01   3.6213026e-01   3.7187696e-01   3.8162389e-01   3.9137141e-01   4.0111985e-01   4.1086951e-01   4.2062062e-01   4.3037341e-01   4.4012807e-01   4.4988474e-01   4.5964358e-01   4.6940469e-01   4.7916817e-01   4.8893411e-01   4.9870256e-01   5.0847359e-01
   3.1526082e-01   3.2500778e-01   3.3474983e-01   3.4448785e-01   3.5422262e-01   3.6395484e-01   3.7368515e-01   3.8341409e-01   3.9314217e-01   4.0286983e-01   4.1259747e-01   4.2232544e-01   4.3205406e-01   4.4178359e-01   4.5151429e-01   4.6124636e-01   4.7098001e-01   4.8071541e-01   4.9045268e-01   5.0019197e-01   5.0993338e-01
   3.1696209e-01   3.2670689e-01   3.3644459e-01   3.4617621e-01   3.5590267e-01   3.6562479e-01   3.7534332e-01   3.8505891e-01   3.9477219e-01   4.0448369e-01   4.1419391e-01   4.2390329e-01   4.3361222e-01   4.4332107e-01   4.5303017e-01   4.6273979e-01   4.7245020e-01   4.8216164e-01   4.9187430e-01   5.0158838e-01   5.1130404e-01
   3.1851554e-01   3.2826091e-01   3.3799716e-01   3.4772541e-01   3.5744668e-01   3.6716191e-01   3.7687193e-01   3.8657752e-01   3.9627937e-01   4.0597811e-01   4.1567432e-01   4.2536853e-01   4.3506121e-01   4.4475278e-01   4.5444365e-01   4.6413417e-01   4.7382466e-01   4.8351542e-01   4.9320670e-01   5.0289876e-01   5.1259179e-01
   3.1995465e-01   3.2970247e-01   3.3943926e-01   3.4916624e-01   3.5888454e-01   3.6859516e-01   3.7829905e-01   3.8799705e-01   3.9768993e-01   4.0737841e-01   4.1706315e-01   4.2674473e-01   4.3642370e-01   4.4610055e-01   4.5577575e-01   4.6544970e-01   4.7512280e-01   4.8479538e-01   4.9446776e-01   5.0414023e-01   5.1381305e-01
   3.2131138e-01   3.3106298e-01   3.4080174e-01   3.5052899e-01   3.6024590e-01   3.6995359e-01   3.7965306e-01   3.8934523e-01   3.9903096e-01   4.0871101e-01   4.1838613e-01   4.2805695e-01   4.3772409e-01   4.4738811e-01   4.5704952e-01   4.6670879e-01   4.7636635e-01   4.8602260e-01   4.9567792e-01   5.0533262e-01   5.1498703e-01
   3.2260709e-01   3.3236340e-01   3.4210515e-01   3.5183374e-01   3.6155041e-01   3.7125636e-01   3.8095265e-01   3.9064028e-01   4.0032015e-01   4.0999313e-01   4.1965998e-01   4.2932142e-01   4.3897813e-01   4.4863070e-01   4.5827971e-01   4.6792569e-01   4.7756911e-01   4.8721042e-01   4.9685004e-01   5.0648833e-01   5.1612566e-01
   3.2385031e-01   3.3361186e-01   3.4335721e-01   3.5308780e-01   3.6280497e-01   3.7250996e-01   3.8220391e-01   3.9188786e-01   4.0156281e-01   4.1122965e-01   4.2088921e-01   4.3054228e-01   4.4018956e-01   4.4983173e-01   4.5946940e-01   4.6910314e-01   4.7873348e-01   4.8836092e-01   4.9798590e-01   5.0760885e-01   5.1723017e-01
   3.2504074e-01   3.3480766e-01   3.4455681e-01   3.5428970e-01   3.6400772e-01   3.7371218e-01   3.8340426e-01   3.9308508e-01   4.0275568e-01   4.1241700e-01   4.2206995e-01   4.3171534e-01   4.4135394e-01   4.5098647e-01   4.6061359e-01   4.7023591e-01   4.7985402e-01   4.8946844e-01   4.9907967e-01   5.0868817e-01   5.1829438e-01
   3.2617455e-01   3.3594660e-01   3.4569940e-01   3.5543451e-01   3.6515339e-01   3.7485738e-01   3.8454775e-01   3.9422566e-01   4.0389218e-01   4.1354834e-01   4.2319506e-01   4.3283323e-01   4.4246365e-01   4.5208709e-01   4.6170424e-01   4.7131578e-01   4.8092232e-01   4.9052443e-01   5.0012264e-01   5.0971745e-01   5.1930934e-01
