   3.2725212e-01   3.3702872e-01   3.4678467e-01   3.5652159e-01   3.6624101e-01   3.7594431e-01   3.8563280e-01   3.9530771e-01   4.0497015e-01   4.1462120e-01   4.2426183e-01   4.3389296e-01   4.4351545e-01   4.5313010e-01   4.6273766e-01   4.7233883e-01   4.8193427e-01   4.9152457e-01   5.0111032e-01   5.1069205e-01   5.2027026e-01
   3.2827738e-01   3.3805765e-01   3.4781596e-01   3.5755401e-01   3.6727335e-01   3.7697543e-01   3.8666162e-01   3.9633317e-01   4.0599126e-01   4.1563699e-01   4.2527139e-01   4.3489543e-01   4.4451000e-01   4.5411594e-01   4.6371405e-01   4.7330505e-01   4.8288963e-01   4.9246845e-01   5.0204211e-01   5.1161118e-01   5.2117618e-01
   3.2925486e-01   3.3903771e-01   3.4879740e-01   3.5853567e-01   3.6825412e-01   3.7795427e-01   3.8763750e-01   3.9730513e-01   4.0695839e-01   4.1659841e-01   4.2622627e-01   4.3584297e-01   4.4544944e-01   4.5504657e-01   4.6463518e-01   4.7421604e-01   4.8378988e-01   4.9335737e-01   5.0291915e-01   5.1247582e-01   5.2202794e-01
   3.3018652e-01   3.3997075e-01   3.4973070e-01   3.5946817e-01   3.6918481e-01   3.7888216e-01   3.8856169e-01   3.9822474e-01   4.0787257e-01   4.1750637e-01   4.2712726e-01   4.3673627e-01   4.4633438e-01   4.5592249e-01   4.6550148e-01   4.7507215e-01   4.8463524e-01   4.9419148e-01   5.0374152e-01   5.1328600e-01   5.2282550e-01
   3.3107295e-01   3.4085724e-01   3.5061625e-01   3.6035179e-01   3.7006559e-01   3.7975924e-01   3.8943422e-01   3.9909193e-01   4.0873369e-01   4.1836071e-01   4.2797414e-01   4.3757506e-01   4.4716447e-01   4.5674334e-01   4.6631254e-01   4.7587291e-01   4.8542524e-01   4.9497027e-01   5.0450869e-01   5.1404116e-01   5.2356828e-01
   3.3191433e-01   3.4169721e-01   3.5145389e-01   3.6118626e-01   3.7089607e-01   3.8058496e-01   3.9025446e-01   3.9990601e-01   4.0954095e-01   4.1916054e-01   4.2876597e-01   4.3835834e-01   4.4793871e-01   4.5750803e-01   4.6706725e-01   4.7661722e-01   4.8615875e-01   4.9569260e-01   5.0521951e-01   5.1474014e-01   5.2425513e-01
   3.3271129e-01   3.4249112e-01   3.5224398e-01   3.6197179e-01   3.7167636e-01   3.8135935e-01   3.9102235e-01   4.0066681e-01   4.1029414e-01   4.1990561e-01   4.2950244e-01   4.3908578e-01   4.4865669e-01   4.5821618e-01   4.6776519e-01   4.7730462e-01   4.8683530e-01   4.9635802e-01   5.0587352e-01   5.1538250e-01   5.2488561e-01
   3.3346189e-01   3.4323708e-01   3.5298466e-01   3.6270658e-01   3.7240470e-01   3.8208071e-01   3.9173624e-01   4.0137279e-01   4.1099176e-01   4.2059449e-01   4.3018220e-01   4.3975608e-01   4.4931721e-01   4.5886663e-01   4.6840530e-01   4.7793414e-01   4.8745400e-01   4.9696569e-01   5.0646997e-01   5.1596755e-01   5.2545911e-01
   3.3415918e-01   3.4392849e-01   3.5366965e-01   3.6338469e-01   3.7307546e-01   3.8274373e-01   3.9239112e-01   4.0201918e-01   4.1162934e-01   4.2122296e-01   4.3080129e-01   4.4036553e-01   4.4991680e-01   4.5945614e-01   4.6898455e-01   4.7850295e-01   4.8801222e-01   4.9751318e-01   5.0700660e-01   5.1649322e-01   5.2597371e-01
   3.3479208e-01   3.4455484e-01   3.5428903e-01   3.6399670e-01   3.7367976e-01   3.8333999e-01   3.9297906e-01   4.0259852e-01   4.1219984e-01   4.2178440e-01   4.3135349e-01   4.4090830e-01   4.5044998e-01   4.5997960e-01   4.6949816e-01   4.7900660e-01   4.8850582e-01   4.9799664e-01   5.0747986e-01   5.1695622e-01   5.2642641e-01
   3.3534882e-01   3.4510497e-01   3.5483221e-01   3.6453263e-01   3.7420816e-01   3.8386061e-01   3.9349167e-01   4.0310294e-01   4.1269588e-01   4.2227191e-01   4.3183232e-01   4.4137834e-01   4.5091113e-01   4.6043176e-01   4.6994126e-01   4.7944058e-01   4.8893062e-01   4.9841224e-01   5.0788621e-01   5.1735331e-01   5.2681423e-01
   3.3582057e-01   3.4557057e-01   3.5529139e-01   3.6498514e-01   3.7465378e-01   3.8429916e-01   3.9392298e-01   4.0352685e-01   4.1311228e-01   4.2268069e-01   4.3223338e-01   4.4177161e-01   4.5129653e-01   4.6080926e-01   4.7031080e-01   4.7980214e-01   4.8928418e-01   4.9875778e-01   5.0822374e-01   5.1768282e-01   5.2713574e-01
   3.3620408e-01   3.4594868e-01   3.5566390e-01   3.6535187e-01   3.7501457e-01   3.8465386e-01   3.9427148e-01   4.0386906e-01   4.1344810e-01   4.2301005e-01   4.3255622e-01   4.4208788e-01   4.5160621e-01   4.6111230e-01   4.7060720e-01   4.8009188e-01   4.8956726e-01   4.9903421e-01   5.0849353e-01   5.1794598e-01   5.2739229e-01
   3.3650109e-01   3.4624123e-01   3.5595184e-01   3.6563508e-01   3.7529294e-01   3.8492730e-01   3.9453991e-01   4.0413240e-01   4.1370632e-01   4.2326309e-01   4.3280405e-01   4.4233048e-01   4.5184356e-01   4.6134439e-01   4.7083403e-01   4.8031345e-01   4.8978358e-01   4.9924529e-01   5.0869939e-01   5.1814665e-01   5.2758779e-01
   3.3671861e-01   3.4645528e-01   3.5616232e-01   3.6584191e-01   3.7549607e-01   3.8512666e-01   3.9473546e-01   4.0432411e-01   4.1389414e-01   4.2344701e-01   4.3298406e-01   4.4250657e-01   4.5201571e-01   4.6151262e-01   4.7099833e-01   4.8047384e-01   4.8994008e-01   4.9939790e-01   5.0884813e-01   5.1829155e-01   5.2772888e-01
   3.3686736e-01   3.4660152e-01   3.5630601e-01   3.6598300e-01   3.7563451e-01   3.8526244e-01   3.9486854e-01   4.0445448e-01   4.1402180e-01   4.2357193e-01   4.3310625e-01   4.4262602e-01   4.5213243e-01   4.6162661e-01   4.7110961e-01   4.8058241e-01   4.9004594e-01   4.9950108e-01   5.0894866e-01   5.1838943e-01   5.2782413e-01
   3.3696131e-01   3.4669381e-01   3.5639661e-01   3.6607189e-01   3.7572168e-01   3.8534788e-01   3.9495224e-01   4.0453642e-01   4.1410198e-01   4.2365036e-01   4.3318292e-01   4.4270094e-01   4.5220560e-01   4.6169803e-01   4.7117929e-01   4.8065036e-01   4.9011218e-01   4.9956562e-01   5.0901150e-01   5.1845059e-01   5.2788363e-01
   3.3701511e-01   3.4674662e-01   3.5644843e-01   3.6612271e-01   3.7577148e-01   3.8539666e-01   3.9500000e-01   4.0458316e-01   4.1414770e-01   4.2369506e-01   4.3322660e-01   4.4274359e-01   4.5224724e-01   4.6173867e-01   4.7121893e-01   4.8068900e-01   4.9014983e-01   4.9960229e-01   5.0904719e-01   5.1848532e-01   5.2791740e-01
   3.3704284e-01   3.4677383e-01   3.5647511e-01   3.6614885e-01   3.7579710e-01   3.8542174e-01   3.9502455e-01   4.0460718e-01   4.1417118e-01   4.2371800e-01   4.3324901e-01   4.4276548e-01   4.5226860e-01   4.6175950e-01   4.7123924e-01   4.8070880e-01   4.9016912e-01   4.9962107e-01   5.0906547e-01   5.1850310e-01   5.2793469e-01
   3.3705531e-01   3.4678606e-01   3.5648709e-01   3.6616060e-01   3.7580860e-01   3.8543300e-01   3.9503556e-01   4.0461795e-01   4.1418171e-01   4.2372829e-01   4.3325906e-01   4.4277529e-01   4.5227817e-01   4.6176884e-01   4.7124834e-01   4.8071767e-01   4.9017776e-01   4.9962948e-01   5.0907365e-01   5.1851106e-01   5.2794242e-01
   3.3706049e-01   3.4679114e-01   3.5649207e-01   3.6616547e-01   3.7581337e-01   3.8543767e-01   3.9504013e-01   4.0462241e-01   4.1418607e-01   4.2373255e-01   4.3326322e-01   4.4277935e-01   4.5228214e-01   4.6177270e-01   4.7125211e-01   4.8072134e-01   4.9018133e-01   4.9963295e-01   5.0907703e-01   5.1851435e-01   5.2794562e-01
   3.3706239e-01   3.4679300e-01   3.5649389e-01   3.6616726e-01   3.7581512e-01   3.8543937e-01   3.9504180e-01   4.0462404e-01   4.1418766e-01   4.2373411e-01   4.3326474e-01   4.4278083e-01   4.5228358e-01   4.6177411e-01   4.7125348e-01   4.8072267e-01   4.9018263e-01   4.9963422e-01   5.0907826e-01   5.1851554e-01   5.2794678e-01
   3.3706286e-01   3.4679346e-01   3.5649434e-01   3.6616769e-01   3.7581555e-01   3.8543979e-01   3.9504221e-01   4.0462445e-01   4.1418806e-01   4.2373449e-01   4.3326511e-01   4.4278119e-01   4.5228393e-01   4.6177446e-01   4.7125382e-01   4.8072300e-01   4.9018295e-01   4.9963453e-01   5.0907857e-01   5.1851583e-01   5.2794706e-01
   3.3706286e-01   3.4679346e-01   3.5649434e-01   3.6616769e-01   3.7581555e-01   3.8543979e-01   3.9504221e-01   4.0462445e-01   4.1418806e-01   4.2373449e-01   4.3326511e-01   4.4278119e-01   4.5228393e-01   4.6177446e-01   4.7125382e-01   4.8072300e-01   4.9018295e-01   4.9963453e-01   5.0907857e-01   5.1851583e-01   5.2794706e-01
