   1.3635430e-01   1.4213231e-01   1.5044498e-01   1.6142513e-01   1.7531643e-01   1.9162965e-01   2.1095301e-01   2.3421734e-01   2.6542584e-01   3.0330730e-01
   1.5962414e-01   1.6571057e-01   1.7430144e-01   1.8534079e-01   1.9917740e-01   2.1514286e-01   2.3364968e-01   2.5506137e-01   2.8343398e-01   3.1810862e-01
   1.8080094e-01   1.8697567e-01   1.9559682e-01   2.0671242e-01   2.2041723e-01   2.3583032e-01   2.5296735e-01   2.7232918e-01   2.9796672e-01   3.3037553e-01
   2.0015814e-01   2.0640161e-01   2.1519746e-01   2.2634344e-01   2.3964391e-01   2.5395062e-01   2.6954615e-01   2.8685760e-01   3.1004425e-01   3.4073400e-01
   2.1826003e-01   2.2469711e-01   2.3361101e-01   2.4448668e-01   2.5680134e-01   2.6981203e-01   2.8390560e-01   2.9939011e-01   3.2020850e-01   3.4968119e-01
   2.3554350e-01   2.4210146e-01   2.5084418e-01   2.6095175e-01   2.7208208e-01   2.8373307e-01   2.9651456e-01   3.1033638e-01   3.2898081e-01   3.5726745e-01
   2.5206891e-01   2.5852545e-01   2.6669018e-01   2.7582331e-01   2.8568169e-01   2.9601748e-01   3.0757767e-01   3.2021765e-01   3.3645591e-01   3.6366469e-01
   2.6770390e-01   2.7374084e-01   2.8112091e-01   2.8918622e-01   2.9780490e-01   3.0690726e-01   3.1740827e-01   3.2917572e-01   3.4278797e-01   3.6904546e-01
   2.8222505e-01   2.8767431e-01   2.9417234e-01   3.0125382e-01   3.0864436e-01   3.1673098e-01   3.2602376e-01   3.3743378e-01   3.4815599e-01   3.7350312e-01
